0.44098,0.50207,0.57078,0.48649,0.4861,0.1893,0.34515,1
0.4051,0.44628,0.66243,0.36881,0.50107,0.032883,0.21516,1
0.34939,0.34711,0.87931,0.22072,0.50392,0.25145,0.15066,1
0.30689,0.31612,0.7931,0.2393,0.53386,0.19424,0.14082,1
0.52408,0.53306,0.86479,0.42736,0.66429,0.076701,0.32299,1
0.35788,0.3719,0.78947,0.27421,0.4861,0.22064,0.21516,1
0.38716,0.42975,0.65154,0.37387,0.44833,0.36678,0.34466,1
0.33239,0.34917,0.75318,0.29336,0.47897,0.25158,0.23683,1
0.57035,0.63017,0.60436,0.64977,0.59515,0.16577,0.66864,1
0.55241,0.58678,0.72505,0.55462,0.62366,0.15654,0.49926,1
0.44098,0.50413,0.55808,0.4589,0.43621,0.49122,0.39143,1
0.32483,0.36157,0.64882,0.30349,0.40699,0.12377,0.23732,1
0.31161,0.33264,0.72505,0.30405,0.40556,0.41879,0.10783,1
0.30123,0.34091,0.61525,0.32658,0.37491,0.30827,0.17381,1
0.29745,0.33884,0.60163,0.32827,0.34498,0.28175,0.15066,1
0.37771,0.38636,0.82759,0.2545,0.50107,0.44467,0.129,1
0.32106,0.29339,1,0.12387,0.53671,0.58106,0.129,1
0.48159,0.48347,0.88657,0.3536,0.63008,0.10843,0.25948,1
0.3881,0.3719,0.97278,0.1723,0.59587,0.13027,0.064008,1
0.20113,0.23967,0.549,0.18412,0.29865,0.43388,0.19449,1
0.33711,0.41116,0.45644,0.42736,0.35567,0.29995,0.32349,1
0.33239,0.38223,0.58167,0.34966,0.38346,0.25002,0.34466,1
0.49953,0.51446,0.82305,0.40484,0.62509,0,0.28163,1
0.1407,0.16942,0.52904,0.11261,0.2181,0.084502,0.21763,1
0.41737,0.48554,0.52269,0.50113,0.43835,0.13339,0.23732,1
0.5288,0.56818,0.69691,0.5259,0.56379,0.01793,0.38799,1
0.22946,0.27893,0.50817,0.27928,0.28225,0.33909,0.15066,1
0.20302,0.26033,0.43829,0.27928,0.23236,0.2261,0.17233,1
0.33239,0.3657,0.6706,0.36149,0.42124,0.2586,0.25554,1
0.27007,0.33264,0.47459,0.34741,0.31005,0.35963,0.28459,1
0.24268,0.29132,0.52722,0.3125,0.2459,0.011702,0.2644,1
0.4627,0.52273,0.58348,0.48311,0.52815,0.34416,0.34909,1
0.3305,0.41322,0.40653,0.46059,0.39629,0.41021,0.38405,1
0.31634,0.36364,0.58711,0.38626,0.37063,0.17669,0.24274,1
0.42115,0.46901,0.63339,0.45777,0.49751,0.17734,0.41408,1
0.52219,0.53512,0.83394,0.45608,0.60941,0.19567,0.45495,1
0.52975,0.59091,0.59256,0.52196,0.59444,0.26758,0.49631,1
0.61284,0.61364,0.90563,0.52534,0.75053,0.28487,0.47514,1
0.39754,0.43595,0.67332,0.42624,0.469,0.30515,0.38897,1
0.34844,0.36364,0.78312,0.28041,0.47612,0.76973,0.23732,1
0.27856,0.29752,0.71688,0.25282,0.37491,0.23689,0.32447,1
0.27479,0.29752,0.69964,0.2545,0.37634,0.19294,0.32349,1
0.24268,0.23554,0.84211,0.13457,0.40699,0.22051,0.12999,1
0.46364,0.5062,0.6706,0.55068,0.54597,0.51306,0.4968,1
0.42682,0.44008,0.82123,0.38288,0.59301,0.30723,0.32546,1
0.30312,0.33678,0.64701,0.26858,0.3742,0.10336,0.21763,1
0.45042,0.48554,0.7078,0.45158,0.54383,0.078261,0.30182,1
0.41549,0.44421,0.72777,0.37782,0.53243,0.28513,0.32299,1
0.3966,0.43595,0.66969,0.36374,0.47113,0.2521,0.29148,1
0.40321,0.46694,0.53993,0.43863,0.44761,0.17734,0.40965,1
0.36261,0.41116,0.60799,0.38626,0.45759,0.41736,0.30773,1
0.49008,0.51653,0.76407,0.43637,0.57306,0.62774,0.30379,1
0.36827,0.45455,0.4147,0.45946,0.34426,0.4357,0.43181,1
